name,ingredients,diet,course,procedure,state,img_url,,,,,,
Hakka Noodles,"Hakka noodles, oil, garlic, ginger, onion, capsicum, carrot, cabbage, soy sauce, vinegar, chili sauce, black pepper, salt, spring onions.",vegetarian,snack,"Step 1: Boil 4 cups water in a large pan, add 1 tbsp oil and 200g Hakka noodles. Cook until al dente (firm but cooked).

Step 2: Drain the noodles, rinse with cold water, and toss with 1 tsp oil to prevent sticking.

Step 3: Heat 2 tbsp oil in a pan or wok on high flame.

Step 4: Add 1 tbsp chopped garlic and 1 chopped green chili (if using). Sauté for 30 seconds.

Step 5: Add ½ cup sliced onions, stir-fry for 1 minute.

Step 6: Add ½ cup sliced capsicum, ½ cup shredded cabbage, and ½ cup julienned carrots. Stir-fry on high heat for 2-3 minutes until slightly crunchy.

Step 7: Add 2 tbsp soy sauce, 1 tbsp vinegar, 1 tbsp chili sauce, ½ tsp black pepper, ½ tsp salt, and ½ tsp sugar. Mix well.

Step 8: Add the boiled noodles and toss everything together for 2 minutes on high flame.

Step 9: Garnish with 1 tbsp chopped spring onions and serve hot!",Kolkata,https://www.whiskaffair.com/wp-content/uploads/2020/10/Veg-Hakka-Noodles-2-3.jpg,,,,,,
Red Sauce Pasta,"Pasta, water, salt, oil, tomatoes, onion, garlic, olive oil, chili flakes, black pepper powder, dried oregano, dried basil, tomato ketchup, sugar, bell peppers, mushrooms, sweet corn, cheese, fresh basil leaves.",vegetarian,main course,"Step 1: Boil 2 cups of pasta in 4 cups of water with 1 tsp salt and 1 tsp oil until al dente. Drain and set aside.

Step 2: Heat 1 tbsp olive oil in a pan, add 4-5 minced garlic cloves, and sauté until fragrant.

Step 3: Add 1 small chopped onion and sauté until translucent.

Step 4: Pour in the puree of 2 large tomatoes and cook for 5-7 minutes until the sauce thickens.

Step 5: Add ½ tsp chili flakes, ½ tsp black pepper powder, 1 tsp dried oregano, ½ tsp dried basil, 2 tbsp tomato ketchup, ½ tsp sugar, and salt to taste. Mix well.

Step 6: Add ¼ cup chopped bell peppers, mushrooms, or sweet corn (optional) and cook for 2 minutes.

Step 7: Add the boiled pasta and mix well, coating it with the sauce.

Step 8: Garnish with grated cheese and fresh basil leaves. Serve hot.",Southern Italy,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZ4MV3Mc9zbB40-mkHljlDq72CAZ68iWKuGw&s,,,,,,
White Sauce Pasta,"Pasta, water, salt, oil, butter, garlic, all-purpose flour, milk, black pepper powder, chili flakes, oregano, dried basil, cheese, bell peppers, mushrooms, sweet corn, fresh cream (optional), fresh parsley (for garnish).",vegetarian,main course,"Step 1: Boil 2 cups of pasta in 4 cups of water with 1 tsp salt and 1 tsp oil until al dente. Drain and set aside.

Step 2: Heat 1 tbsp butter in a pan, add 4-5 minced garlic cloves, and sauté until fragrant.

Step 3: Add 1 tbsp all-purpose flour and cook on low flame for 1-2 minutes until slightly golden.

Step 4: Gradually add 1 cup of milk while stirring continuously to avoid lumps.

Step 5: Add ½ tsp black pepper powder, ½ tsp chili flakes, ½ tsp oregano, ½ tsp dried basil, and salt to taste. Mix well.

Step 6: Add ¼ cup chopped bell peppers, mushrooms, or sweet corn (optional) and cook for 2 minutes.

Step 7: Add ¼ cup grated cheese and stir until the sauce becomes creamy.

Step 8: Add the boiled pasta and mix well, coating it with the sauce.

Step 9: Garnish with fresh parsley and more cheese (optional). Serve hot. ",Southern Italy,https://www.indianveggiedelight.com/wp-content/uploads/2022/12/white-sauce-pasta-featured.jpg,,,,,,
Mix Sauce Pasta,"Pasta, water, salt, oil, butter, garlic, onion, tomatoes, tomato puree, all-purpose flour, milk, black pepper powder, chili flakes, oregano, dried basil, cheese, bell peppers, mushrooms, sweet corn, fresh cream (optional), tomato ketchup, sugar, fresh parsley (for garnish).",vegetarian,main course,"Step 1: Boil 2 cups of pasta in 4 cups of water with 1 tsp salt and 1 tsp oil until al dente. Drain and set aside.

Step 2: Heat 1 tbsp butter in a pan, add 4-5 minced garlic cloves, and sauté until fragrant.

Step 3: Add 1 small chopped onion and sauté until translucent.

Step 4: Pour in the puree of 2 large tomatoes and cook for 5-7 minutes until the sauce thickens.

Step 5: Add ½ tsp chili flakes, ½ tsp black pepper powder, 1 tsp dried oregano, ½ tsp dried basil, 2 tbsp tomato ketchup, ½ tsp sugar, and salt to taste. Mix well.

Step 6: In another pan, heat 1 tbsp butter, add 1 tbsp all-purpose flour, and cook on low flame for 1-2 minutes until slightly golden.

Step 7: Gradually add 1 cup of milk while stirring continuously to avoid lumps.

Step 8: Add ¼ cup grated cheese and mix well until the sauce becomes creamy.

Step 9: Combine both the red and white sauces, mix well, and let it simmer for a minute.

Step 10: Add ¼ cup chopped bell peppers, mushrooms, or sweet corn (optional) and cook for 2 minutes.

Step 11: Add the boiled pasta and mix well, coating it with the sauce.

Step 12: Garnish with fresh parsley and more cheese (optional). Serve hot. ",Southern Italy,https://skinnyspatula.com/wp-content/uploads/2022/01/Pink_Pasta_Sauce2.jpg,,,,,,
Manchurian Gravy,"Cabbage, carrot, capsicum, spring onion, garlic, ginger, green chili, all-purpose flour, corn flour, soy sauce, red chili sauce, tomato ketchup, vinegar, black pepper powder, salt, sugar, water, oil, sesame seeds (optional), coriander leaves (for garnish).",vegetarian,main course,"Step 1: In a bowl, mix 1 cup grated cabbage, ½ cup grated carrot, 2 tbsp finely chopped capsicum, 2 tbsp corn flour, 2 tbsp all-purpose flour, ½ tsp salt, ½ tsp black pepper powder, and ½ tsp soy sauce.

Step 2: Shape the mixture into small balls and deep-fry them in hot oil until golden brown. Drain and set aside.

Step 3: Heat 1 tbsp oil in a pan, add 1 tbsp finely chopped garlic, 1 tsp finely chopped ginger, and 1 chopped green chili. Sauté for a few seconds.

Step 4: Add ¼ cup chopped spring onions and ¼ cup chopped capsicum. Stir-fry for a minute.

Step 5: Add 1 tbsp soy sauce, 1 tbsp red chili sauce, 1 tbsp tomato ketchup, 1 tsp vinegar, ½ tsp black pepper powder, and ½ tsp salt. Mix well.

Step 6: In a small bowl, mix 1 tbsp corn flour with ½ cup water to make a slurry.

Step 7: Add the corn flour slurry to the pan and stir continuously until the gravy thickens.

Step 8: Add 1 cup water (adjust for desired consistency) and let it simmer for 2-3 minutes.

Step 9: Add the fried Manchurian balls and mix well. Let it cook for a minute.

Step 10: Garnish with chopped spring onions and sesame seeds (optional). Serve hot with fried rice or noodles.",Mumbai,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxiz3a8sK2uSXT7ZNzPUmVrUmAK35A7d6Pjw&s,,,,,,
Cheese Chilli,"Paneer (or cheese cubes), capsicum, onion, garlic, ginger, green chilies, soy sauce, red chili sauce, tomato ketchup, vinegar, black pepper powder, salt, sugar, corn flour, all-purpose flour, water, oil, spring onions (for garnish), sesame seeds (optional).",vegetarian,main course,"Step 1: Cut 200g paneer (or cheese cubes) into medium-sized pieces.

Step 2: In a bowl, mix 2 tbsp corn flour, 2 tbsp all-purpose flour, ½ tsp salt, ½ tsp black pepper powder, and little water to make a smooth batter.

Step 3: Dip the paneer cubes into the batter, coat well, and deep-fry or shallow-fry until golden brown. Drain and set aside.

Step 4: Heat 1 tbsp oil in a pan, add 1 tbsp finely chopped garlic, 1 tsp finely chopped ginger, and 2 chopped green chilies. Sauté for a few seconds.

Step 5: Add ½ cup chopped onions and ½ cup chopped capsicum. Stir-fry on high flame for 2 minutes.

Step 6: Add 1 tbsp soy sauce, 1 tbsp red chili sauce, 1 tbsp tomato ketchup, 1 tsp vinegar, ½ tsp black pepper powder, and ½ tsp salt. Mix well.

Step 7: In a small bowl, mix 1 tbsp corn flour with ¼ cup water to make a slurry.

Step 8: Add the corn flour slurry to the pan and stir continuously until the sauce thickens.

Step 9: Add the fried paneer cubes and mix well, coating them evenly with the sauce.

Step 10: Garnish with chopped spring onions and sesame seeds (optional). Serve hot.",Mumbai,https://www.cookwithmanali.com/wp-content/uploads/2016/01/Chilli-Paneer-Restaurant-Style.jpg,,,,,,
Boondi Raita,"Curd , boondi, water, salt, black salt, roasted cumin powder, red chili powder, chaat masala, coriander leaves, mint leaves.",vegetarian,main course,"Step 1: Take 1 cup curd (yogurt) in a bowl and whisk it until smooth.

Step 2: Add ¼ cup water or milk and mix well to get a slightly thin consistency.

Step 3: Add ½ cup boondi (plain or masala) and mix gently.

Step 4: Add ½ tsp salt, ¼ tsp black salt, ½ tsp roasted cumin powder, ¼ tsp red chili powder, and ½ tsp chaat masala. Mix well.

Step 5: Optionally, add ½ tsp sugar for a slightly sweet taste.

Step 6: Let the raita sit for 5-10 minutes so the boondi softens.

Step 7: Garnish with chopped coriander leaves, mint leaves (optional), and a sprinkle of roasted cumin powder.

Step 8: Serve chilled with biryani, pulao, or paratha.",Rajasthan,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREOtxRiNCMA13CFd2biw0DnfiuQCQ0puG2Cw&s,,,,,,
Veg Manchurian Dry,"Cabbage, carrot, capsicum, spring onion, garlic, ginger, green chili, all-purpose flour, corn flour, soy sauce, red chili sauce, tomato ketchup, vinegar, black pepper powder, salt, sugar, water, oil, spring onions (for garnish), sesame seeds (optional).",vegetarian,main course,"Step 1: In a bowl, mix 1 cup grated cabbage, ½ cup grated carrot, ¼ cup finely chopped capsicum, 2 tbsp corn flour, 2 tbsp all-purpose flour, ½ tsp salt, ½ tsp black pepper powder, and ½ tsp soy sauce.

Step 2: Shape the mixture into small balls and deep-fry them in hot oil until golden brown. Drain and set aside.

Step 3: Heat 1 tbsp oil in a pan, add 1 tbsp finely chopped garlic, 1 tsp finely chopped ginger, and 2 chopped green chilies. Sauté for a few seconds.

Step 4: Add ¼ cup chopped onions and ¼ cup chopped capsicum. Stir-fry on high flame for 2 minutes.

Step 5: Add 1 tbsp soy sauce, 1 tbsp red chili sauce, 1 tbsp tomato ketchup, 1 tsp vinegar, ½ tsp black pepper powder, and ½ tsp salt. Mix well.

Step 6: Add the fried Manchurian balls and toss them in the sauce, coating them well.

Step 7: Garnish with chopped spring onions and sesame seeds (optional).

Step 8: Serve hot as a starter or side dish.",Mumbai,https://vegecravings.com/wp-content/uploads/2017/03/veg-manchurian-dry-recipe-step-by-step-instructions-10.jpg,,,,,,
Mutton Masala Gravy,"Mutton, onion, tomato, ginger, garlic, green chilies, yogurt, turmeric powder, red chili powder, coriander powder, garam masala, cumin seeds, bay leaf, cinnamon, cloves, cardamom, black pepper, salt, oil, water, fresh coriander leaves",non vegetarian,main course,"Step 1:
Heat 2 tbsp oil or ghee in a pressure cooker or heavy-bottomed pan.

Step 2:
Add 1 bay leaf, 1-inch cinnamon stick, 3 cloves, 3 green cardamoms, and 1 tsp cumin seeds. Sauté for a few seconds until aromatic.

Step 3:
Add 2 finely chopped onions and sauté until golden brown.

Step 4:
Add 1 tbsp ginger-garlic paste and 2 slit green chilies. Sauté for 1-2 minutes until fragrant.

Step 5:
Pour in 2 pureed tomatoes and cook until the oil starts separating from the masala.

Step 6:
Add ½ tsp turmeric powder, 1 tsp red chili powder, 1½ tsp coriander powder, and salt to taste. Mix well and cook for 2 minutes.

Step 7:
Add 500g mutton and stir well to coat it with the masala. Cook for 5-7 minutes until it changes color.

Step 8:
Add ½ cup whisked yogurt, mix well, and cook for 5 minutes on low heat.

Step 9:
Pour in 1½ cups water, cover, and pressure cook for 5-6 whistles (or simmer for 45-50 minutes if cooking in a pot).

Step 10:
Once the mutton is tender, add 1 tsp garam masala, ½ tsp black pepper powder, 1 tbsp kasuri methi, and 1 tbsp fresh cream (optional). Mix well and simmer for 5 minutes.

Step 11:
Garnish with fresh coriander leaves and serve hot with naan, roti, or steamed rice.",Kerela,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3G7-V05WqkqTxW38YsH_oIwQ_aMNOe5ypmAD05JiSOSkupFX2ZtJn6I_Hmr9SxY27DRI&usqp=CAU,,,,,,
Mutton Fry,"Mutton, onion, ginger, garlic, green chilies, curry leaves, turmeric powder, red chili powder, coriander powder, garam masala, black pepper, fennel seeds, cumin seeds, salt, oil, lemon juice, fresh coriander leaves",non vegetarian,main course,"Step 1:
Heat 2 tbsp oil or ghee in a heavy-bottomed pan or pressure cooker.

Step 2:
Add 1 bay leaf, 1-inch cinnamon stick, 3 cloves, 3 green cardamoms, and 1 tsp cumin seeds. Sauté for a few seconds.

Step 3:
Add 2 finely sliced onions and sauté until golden brown.

Step 4:
Add 1 tbsp ginger-garlic paste and 2 slit green chilies. Cook for 1-2 minutes until the raw smell disappears.

Step 5:
Add ½ tsp turmeric powder, 1 tsp red chili powder, 1½ tsp coriander powder, and salt to taste. Stir well.

Step 6:
Add 500g mutton and cook on medium heat for 5-7 minutes until browned.

Step 7:
Pour in ½ cup whisked yogurt, mix well, and cook for another 5 minutes.

Step 8:
If using a pressure cooker, add ½ cup water and cook for 5-6 whistles until the mutton is tender. If cooking in a pan, cover and simmer for 45-50 minutes, stirring occasionally.

Step 9:
Once the mutton is tender, cook on high flame until all moisture evaporates and the masala coats the mutton well.

Step 10:
Add 1 tsp garam masala, ½ tsp black pepper powder, 1 tsp lemon juice, and 1 tbsp kasuri methi. Mix well and cook for another 2 minutes.

Step 11:
Garnish with fresh coriander leaves and serve hot with paratha, roti, or steamed rice.",Kerela,https://i.ytimg.com/vi/OHfZ9na6_CY/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBAWm7UJ-Q0ObZYhPGcHkXDUlaZLA,,,,,,
Mutton Korma,"Mutton, onion, yogurt, ginger, garlic, green chilies, turmeric powder, red chili powder, coriander powder, garam masala, cumin seeds, bay leaf, cinnamon, cloves, cardamom, black pepper, nutmeg, mace, poppy seeds, cashew nuts, almonds, saffron, rose water, kewra water, salt, ghee, fresh cream, fresh coriander leaves",non vegetarian,main course,"Step 1:
Heat 3 tbsp oil or ghee in a heavy-bottomed pan or pressure cooker.

Step 2:
Add 1 bay leaf, 1-inch cinnamon stick, 3 cloves, 3 green cardamoms, and 1 tsp cumin seeds. Sauté until aromatic.

Step 3:
Add 2 thinly sliced onions and fry until golden brown. Remove half the fried onions for garnishing.

Step 4:
Add 1 tbsp ginger-garlic paste and 2 slit green chilies. Sauté for 1-2 minutes until the raw smell disappears.

Step 5:
Add ½ tsp turmeric powder, 1½ tsp red chili powder, 1½ tsp coriander powder, and ½ tsp cumin powder. Stir well and cook for 2 minutes.

Step 6:
Add 500g mutton and cook on medium heat for 5-7 minutes, stirring occasionally, until it turns slightly brown.

Step 7:
Add 2 tbsp whisked yogurt and mix well. Cook for 5 minutes until the oil starts separating.

Step 8:
Pour in the cashew-poppy seed paste and mix well. Cook for 3 minutes.

Step 9:
Add 1½ cups water, cover, and pressure cook for 5-6 whistles (or simmer for 45-50 minutes in a pan until the mutton is tender).

Step 10:
Once the mutton is tender, add ½ tsp garam masala, 1 tsp black pepper powder, 1 tsp kewra water (optional), and 1 tbsp kasuri methi. Simmer for 5 minutes.

Step 11:
Add 1 tbsp lemon juice and stir well.

Step 12:
Garnish with fried onions and fresh coriander leaves.

Step 13:
Serve hot with naan, paratha, or basmati rice.",Pakistan,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe0O0atZHG678vtTdJIBaAHAXecTLpckWw-Q&s,,,,,,
Achari Chicken,"Chicken, onion, tomato, yogurt, ginger, garlic, green chilies, turmeric powder, red chili powder, coriander powder, garam masala, cumin seeds, fennel seeds, mustard seeds, nigella seeds (kalonji), fenugreek seeds (methi), bay leaf, cinnamon, cloves, cardamom, black pepper, salt, oil, vinegar, lemon juice, fresh coriander leaves",non vegetarian,main course,"Step 1:
Heat 3 tbsp mustard oil in a pan until it smokes slightly, then reduce the heat.

Step 2:
Add 1 tsp fennel seeds, 1 tsp nigella seeds, 1 tsp mustard seeds, 1 tsp cumin seeds, and 1 tsp fenugreek seeds. Sauté for a few seconds until fragrant.

Step 3:
Add 2 finely chopped onions and sauté until golden brown.

Step 4:
Add 1 tbsp ginger-garlic paste and 2 slit green chilies. Sauté for 1-2 minutes until the raw smell disappears.

Step 5:
Add 2 pureed tomatoes and cook until the oil separates.

Step 6:
Add ½ tsp turmeric powder, 1½ tsp red chili powder, 1½ tsp coriander powder, and salt to taste. Mix well.

Step 7:
Add 500g chicken and cook for 5-7 minutes, stirring occasionally.

Step 8:
Lower the heat and add ½ cup whisked yogurt. Mix well and cook for another 5 minutes.

Step 9:
Add 1 tbsp pickling masala (achar masala) and mix well. Cover and cook for 10-15 minutes until the chicken is tender.

Step 10:
Add 1 tsp garam masala, ½ tsp black pepper powder, 1 tbsp kasuri methi, and 1 tbsp lemon juice. Stir well and cook for 2 minutes.

Step 11:
Garnish with fresh coriander leaves and serve hot with naan, roti, or jeera rice",Rajasthan,https://www.teaforturmeric.com/wp-content/uploads/2021/07/Achari-Chicken-11.jpg,,,,,,
Chicken Fried Rice,"Cooked rice, chicken, onion, garlic, ginger, green chilies, carrot, capsicum, spring onions, soy sauce, vinegar, red chili sauce, green chili sauce, black pepper, salt, scrambled eggs, oil, butter, sesame oil",non vegetarian,main course,"Step 1:
Heat 1 tbsp oil in a wok or pan over high heat.

Step 2:
Add 2 lightly beaten eggs and scramble them quickly. Remove and set aside.

Step 3:
In the same pan, add 1 tbsp oil and sauté 200g boneless chicken with a pinch of salt and black pepper. Cook until the chicken is golden brown and cooked through. Remove and set aside.

Step 4:
Add a little more oil if needed, then stir-fry ½ cup chopped carrots, ½ cup green beans, and ½ cup bell peppers for 2-3 minutes until slightly tender.

Step 5:
Add 1 tbsp ginger-garlic paste and 1-2 chopped green chilies (if using). Stir-fry for 30 seconds.

Step 6:
Add the cooked chicken back to the pan and mix well.

Step 7:
Add 2 cups cooked rice and toss everything together on high heat.

Step 8:
Pour in 2 tbsp soy sauce, 1 tbsp vinegar, 1 tsp black pepper powder, 1 tsp red chili flakes, ½ tsp white pepper powder, 1 tsp sugar (optional), and ½ tsp salt. Stir-fry for 2 minutes.

Step 9:
Add back the scrambled eggs and mix everything well.

Step 10:
Sprinkle chopped spring onion greens and give it a final toss.

Step 11:
Serve hot with chili sauce or ketchup.",China,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX3Zs8XmkoLBvqBoYBsqcGDvTH28DqVqQKNpzNKn5B_tUtdE-Eud5ALFSd0x7J9v3JY7A&usqp=CAU,,,,,,
Chilli Chicken,"Chicken, onion, capsicum, green chilies, garlic, ginger, soy sauce, vinegar, red chili sauce, green chili sauce, tomato ketchup, black pepper, salt, cornflour, all-purpose flour, egg, oil, spring onions, sesame seeds",non vegetarian,main course,"Step 1: Marinate the Chicken
In a bowl, mix 300g chicken cubes with 2 tbsp cornflour, 2 tbsp all-purpose flour, 1 tbsp soy sauce, 1 tsp red chili powder, ½ tsp black pepper powder, ½ tsp salt, and 1 egg (optional). Let it marinate for 15-20 minutes.

Step 2: Fry the Chicken
Heat oil in a pan and deep fry the marinated chicken pieces on medium heat until golden brown and crispy. Remove and set aside.

Step 3: Prepare the Sauce
Heat 2 tbsp oil in a pan or wok. Add 1 tbsp ginger-garlic paste and 1 slit green chili, stir-fry for 30 seconds.

Step 4: Stir-Fry Veggies
Add 1 cubed onion and 1 cubed capsicum. Stir-fry on high heat for 1-2 minutes to retain their crunch.

Step 5: Add Sauces
Pour in 2 tbsp soy sauce, 1 tbsp red chili sauce, 1 tbsp vinegar, 1 tbsp tomato ketchup, ½ tsp black pepper powder, ½ tsp red chili flakes (optional), ½ tsp sugar (optional), and ½ tsp salt. Mix well.

Step 6: Thicken the Sauce
Add 1 tsp cornflour mixed with 2 tbsp water, stir well, and let the sauce thicken slightly.

Step 7: Add Fried Chicken
Toss the fried chicken pieces into the sauce and mix well to coat evenly.

Step 8: Garnish and Serve
Sprinkle chopped spring onions and serve hot.",Kolkata,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQswhEjtjDW-CnelwaC7eVjmainxTdYlNJfGQ&s,,,,,,
Tawa Chicken,"Chicken, onion, tomato, ginger, garlic, green chilies, yogurt, turmeric powder, red chili powder, coriander powder, garam masala, cumin seeds, black pepper, kasuri methi, lemon juice, mustard oil, salt, butter, fresh coriander leaves",non vegetarian,main course,"Step 1: Heat Oil and Sauté Spices
Heat 3 tbsp oil or ghee on a tawa (griddle) or a wide pan. Add 1 tsp cumin seeds, 1 bay leaf, 1-inch cinnamon stick, 3 cloves, and 3 green cardamoms. Sauté for a few seconds.

Step 2: Sauté Onions and Ginger-Garlic
Add 1 finely chopped onion and sauté until golden brown. Then, add 1 tbsp ginger-garlic paste and 2 slit green chilies. Cook for 1-2 minutes until the raw smell disappears.

Step 3: Cook Tomatoes and Spices
Add 2 pureed tomatoes and cook until the oil starts separating. Then, mix in:

½ tsp turmeric powder
1½ tsp red chili powder
1½ tsp coriander powder
½ tsp cumin powder
Salt to taste
Cook for 3-4 minutes, stirring occasionally.

Step 4: Add Chicken
Add 500g chicken pieces and cook on medium heat for 7-10 minutes, stirring occasionally.

Step 5: Add Yogurt and Simmer
Lower the heat, add ½ cup whisked yogurt, and mix well. Cover and cook for 15-20 minutes until the chicken is tender.

Step 6: Final Touches
Add ½ tsp garam masala, ½ tsp black pepper powder, 1 tbsp kasuri methi, and 1 tbsp lemon juice. Stir well.

(Optional) For extra richness, add 1 tbsp fresh cream and 1 tbsp butter. Cook for 2 minutes.

Step 7: Garnish and Serve
Garnish with fresh coriander leaves and serve hot.",Pakistan,https://i.ytimg.com/vi/gyP2ClISl5M/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBk0wAwJLGHIgaRGW9aaBYN2jOMFA,,,,,,
Dry Chicken Masala,"Chicken, onion, tomato, garlic paste, ginger paste, green chilies, coriander leaves, oil, salt, red chili powder, turmeric powder, coriander powder, cumin powder, black pepper powder, garam masala.",non vegetarian,main course,"Step 1: Heat Oil and Sauté Onions
Heat 3 tbsp oil in a pan and add 2 sliced onions. Sauté until golden brown

Step 2: Add Ginger-Garlic Paste
Add 1 tbsp garlic paste and 1 tbsp ginger paste. Sauté for a minute until fragrant

Step 3: Add Tomatoes and Spices
Add 2 chopped tomatoes, 1 tsp red chili powder, ½ tsp turmeric powder, 1 tsp coriander powder, 1 tsp cumin powder, ½ tsp black pepper powder, and salt to taste. Cook until the tomatoes soften and oil separates

Step 4: Cook the Chicken
Add 500g chicken and mix well. Cover and cook on medium heat for 15-20 minutes, stirring occasionally

Step 5: Dry the Masala
Once the chicken is tender and cooked, cook uncovered on high heat until excess moisture evaporates and the masala thickens

Step 6: Add Final Touches
Add 1 tsp garam masala, 2-3 slit green chilies, and 2 tbsp chopped coriander leaves. Mix well and cook for another 2 minutes

Step 7: Serve
Serve hot with roti, naan, or rice",Britain,https://theyummydelights.com/wp-content/uploads/2020/05/chicken-masala-6.jpg,,,,,,
Chicken Shami Kebab,"Chicken, chana dal, onion, garlic, ginger, green chilies, coriander leaves, mint leaves, garam masala, red chili powder, turmeric powder, cumin powder, black pepper, salt, egg, breadcrumbs, oil.


Chicken, chana dal, onion, garlic, ginger, green chilies, coriander leaves, mint leaves, garam masala, red chili powder, turmeric powder, cumin powder, black pepper, salt, egg, breadcrumbs, oil.


Chicken, chana dal, onion, garlic, ginger, green chilies, coriander leaves, mint leaves, garam masala, red chili powder, turmeric powder, cumin powder, black pepper, salt, egg, breadcrumbs, oil.






",non vegetarian,main course,"Step 1: Cook the Chicken & Dal
Add 500g boneless chicken, ½ cup chana dal, 1 chopped onion, 4-5 garlic cloves, 1-inch chopped ginger, 2-3 chopped green chilies, 1 tsp garam masala, 1 tsp red chili powder, ½ tsp turmeric powder, 1 tsp cumin powder, ½ tsp black pepper powder, and salt to taste in a pot. Pour enough water to cover the ingredients and cook on medium heat until the dal softens and the water evaporates. Let the mixture cool completely

Step 2: Grind to a Paste
Transfer the cooked mixture to a food processor and grind into a thick, smooth paste. Add 2 tbsp chopped coriander leaves and 2 tbsp chopped mint leaves and mix well

Step 3: Shape the Kebabs
Beat 1 egg and keep it aside. Take small portions of the mixture and shape them into round, flat patties. If the mixture is too soft, add ¼ cup breadcrumbs for better binding

Step 4: Fry the Kebabs
Heat oil in a pan on medium flame. Dip each kebab in beaten egg and shallow fry until golden brown on both sides

Step 5: Serve
Serve hot with green chutney, onion rings, and lemon wedges",Uttar Pradesh,https://i.ytimg.com/vi/NZ6EBrt60ac/maxresdefault.jpg,,,,,,
Mango Lassi,"Ripe mango pulp, thick yogurt, cold milk or water, sugar, cardamom powder (optional), ice cubes, chopped nuts (almonds/pistachios, for garnish), saffron strands (optional, for garnish).






",vegetarian,shakes,"Step 1: Take 1 cup ripe mango pulp, ½ cup thick yogurt, and ½ cup cold milk or water in a blender.

Step 2: Add 2 tbsp sugar or honey (adjust to taste), ½ tsp cardamom powder (optional), and 4-5 ice cubes.

Step 3: Blend everything until smooth and creamy.

Step 4: Pour into a glass, garnish with 1 tbsp chopped nuts and few saffron strands (optional), and serve chilled. ",Punjab,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRedmveG9FgiDv5HfZP6rLeLcz56QqdBB1tWw&s,,,,,,
Hot Coffee,"Water, milk, coffee powder, sugar (optional), cocoa powder (optional), cinnamon (optional).",vegetarian,shakes,"Step 1: Boil 1 cup water and ½ cup milk in a pan.

Step 2: Add 1 tsp coffee powder and 1-2 tsp sugar (adjust to taste), then stir well.

Step 3: Simmer for 1-2 minutes, then pour into a cup.

Step 4: Sprinkle cocoa powder or cinnamon (optional) and serve hot. ",Ethopia,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTH-ZIobq8RxBro_CYrwSP90Ym7NGwcOOmHTg&s,,,,,,
Cold Coffee,"Milk, coffee powder, sugar, ice cubes, chocolate syrup (optional), vanilla ice cream (optional), cocoa powder (optional).",vegetarian,shakes,"Step 1: Take 1 cup cold milk, 1 tbsp coffee powder, and 2 tbsp sugar in a blender.

Step 2: Add 4-5 ice cubes and blend until smooth and frothy.

Step 3: Drizzle chocolate syrup inside the glass (optional) and pour the blended coffee.

Step 4: Top with vanilla ice cream (optional), sprinkle cocoa powder, and serve chilled. ",Algeria,https://www.allrecipes.com/thmb/Hqro0FNdnDEwDjrEoxhMfKdWfOY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/21667-easy-iced-coffee-ddmfs-4x3-0093-7becf3932bd64ed7b594d46c02d0889f.jpg,,,,,,
Chocolate Shake,"Milk, chocolate syrup, cocoa powder, sugar, ice cubes, vanilla ice cream (optional), whipped cream (optional), chocolate shavings (for garnish).",vegetarian,shakes,"Step 1: Take 1 cup milk, 2 tbsp chocolate syrup, 1 tbsp cocoa powder, and 2 tbsp sugar in a blender.

Step 2: Add 4-5 ice cubes and blend until smooth and creamy.

Step 3: Pour into a glass and top with vanilla ice cream or whipped cream (optional).

Step 4: Garnish with chocolate shavings and serve chilled. ",United States,https://img.freepik.com/premium-photo/chocolate-smoothie-with-jar-cafe_136375-868.jpg?w=360,,,,,,
Banana Smoothie,"Banana, milk, yogurt, honey or sugar, ice cubes, vanilla essence (optional), chia seeds or nuts (for garnish).",vegetarian,shakes,"Step 1: Take 1 ripe banana, ½ cup yogurt, and ½ cup milk in a blender.

Step 2: Add 1 tbsp honey or sugar and 4-5 ice cubes.

Step 3: Blend until smooth and creamy.

Step 4: Pour into a glass, garnish with chia seeds or nuts, and serve chilled. ",United States,https://kristineskitchenblog.com/wp-content/uploads/2021/04/banana-smoothie-1200-square-519.jpg,,,,,,
